x,y,z
2.768,-0.351,17.344
-4.087,15.331,15.957
6.552,2.076,5.784
-18.875,1.999,-6.046
-17.442,-4.723,-0.698
-0.568,2.913,-1.48
-11.449,11.53,5.618
17.906,-2.735,8.612
0.343,-16.864,-8.713
-9.216,-11.298,12.416
-12.896,-7.661,-2.883
-9.993,16.333,4.004
-11.328,-6.949,-5.517
-6.059,13.753,14.472
-1.542,5.908,-12.437
-2.778,1.926,5.115
4.142,-11.832,1.277
-18.046,-2.562,12.806
-13.605,5.258,12.307
22.888,-4.127,5.735
-7.864,6.78,23.763
21.743,1.624,1.92
8.25,11.323,-4.273
-1.512,15.86,-11.307
-4.204,-3.096,13.132
-3.623,0.422,-6.4
-1.645,7.736,0.17
-3.594,4.845,17.645
7.991,9.616,4.614
8.815,2.559,-0.458
5.138,-12.232,0.324
-7.982,-6.8,-21.143
28.132,-6.739,-5.909
6.271,10.952,4.266
-1.327,-14.361,7.052
8.441,12.074,-10.417
10.962,3.353,-6.383
-1.986,8.35,12.426
-18.491,-3.271,13.375
-1.443,14.295,-1.367
-4.936,10.935,6.724
-6.879,-15.559,-11.187
-4.199,8.932,8.004
4.252,-7.42,-23.434
2.954,-2.582,-6.604
0.925,14.6,-8.915
3.386,-0.013,16.668
-4.355,-8.694,-21.041
-2.568,-0.148,-7.433
-7.548,8.543,3.714
-0.188,-16.783,-7.23
-7.922,2.751,-9.587
-9.222,12.895,17.366
-4.577,-14.836,-5.262
0.674,-6.049,-19.936
3.633,-12.506,6.897
-2.173,-8.149,-9.02
28.276,-5.225,-5.567
-5.913,-15.782,-7.765
-19.036,-4.427,-2.257
-1.079,10.51,2.12
-3.867,-2.071,12.728
-24.997,-1.328,-12.969
-3.012,10.824,-3.38
4.385,-11.481,0.225
17.084,-0.4,7.807
-19.067,-5.902,14.047
-9.809,16.386,21.216
-10.249,5.953,5.16
22.078,3.024,5.401
19.385,-2.441,9.309
7.954,2.627,-9.83
-10.26,-11.751,9.519
0.676,-14.506,8.519
-4.31,16.728,7.467
0.568,-5.045,-14.47
-19.084,-6.7,11.928
-16.131,0.62,-5.627
8.112,-4.852,1.774
1.617,-1.029,-18.791
-0.883,0.723,-16.542
0.344,-4.874,-20.324
-11.28,-4.111,-12.845
-5.734,5.329,1.581
-10.474,-4.79,-13.815
-22.228,-4.004,12.524
5.8,-1.424,-7.823
1.332,17.104,-7.933
2.652,18.733,-11.155
0.322,3.505,2.128
-0.03,5.815,0.828
6.235,-3.338,-0.295
5.791,13.899,-7.811
-22.355,-0.477,-6.916
-7.999,-12.125,-7.748
4.937,1.217,-11.946
7.094,5.392,-7.879
-20.855,-2.915,0.388
7.755,10.366,-11.02
1.015,-7.836,-17.469
-20.102,-6.067,8.305
-4.259,-0.724,-0.167
-10.455,22.06,9.527
-20.201,-1.299,-1.258
3.883,-5.305,-3.457
-16.504,-4.276,-5.156
-3.721,4.537,11.318
21.615,4.486,8.832
-1.857,8.699,-7.25
0.468,-15.789,6.397
-2.21,9.243,-6.977
25.774,-5.502,-4.571
-6.578,-10.846,-15.683
5.682,9.187,3.772
28.923,-5.982,-6.263
-5.147,2.955,-8.804
-6.354,-16.648,-7.4
-7.92,10.865,23.034
-2.455,-7.353,-12.75
-10.86,-8.68,8.839
-14.958,-2.314,11.042
-15.909,1.462,-3.274
6.499,2.119,5.843
-10.762,15.572,5.707
10.275,6.663,12.36
-16.313,-5.476,5.133
3.432,-8.21,1.672
-6.531,13.148,4.604
-2.624,-12.628,-17.164
3.582,-10.8,-18.021
-12.691,-6.773,-6.652
-9.865,14.876,3.499
-7.867,-6.635,-21.69
-5.147,-4.541,-22.679
-5.989,-6.38,-15.145
-19.066,-8.039,2.72
7.744,15.196,2.933
-16.217,-4.439,13.664
4.154,18.378,-6.903
17.853,-8.68,8.674
-2.135,4.588,-4.839
-5.582,8.87,12.025
18.858,-8.135,0.83
-1.722,-13.148,2.096
-9.694,8.598,16.038
-24.936,-1.791,-3.314
23.557,-4.695,-2.25
2.578,-5.632,-1.456
-17.924,2.206,-6.449
8.157,-2.21,-5.784
1.964,12.162,4.719
-12.249,-6.611,15.68
-14.934,-8.644,16.051
22.258,5.592,7.925
-7.682,-12.0,-11.932
-7.902,17.834,12.318
-10.567,10.518,16.09
2.797,15.217,-2.862
7.649,2.066,-6.758
1.308,-13.406,3.368
-20.668,2.707,4.014
20.644,1.078,10.193
9.009,2.248,-10.941
5.067,11.826,-12.072
22.568,-1.723,3.639
0.043,-10.176,-16.07
-5.251,-6.842,-15.928
20.236,0.157,-4.202
-8.941,17.01,20.197
-8.248,-6.348,-18.968
-12.706,-6.549,-6.157
21.53,6.041,1.081
-21.737,-6.887,2.528
16.379,-1.692,8.587
-17.231,2.193,-6.925
-2.51,-8.177,-13.902
-13.226,8.374,8.353
3.579,18.384,0.95
26.448,-1.233,-4.679
20.257,-7.346,4.071
3.332,12.152,3.202
-7.781,12.742,8.144
17.957,7.527,4.77
19.14,3.095,5.409
-7.448,5.51,6.101
22.342,4.49,0.825
-16.318,-0.51,-8.783
1.261,-12.122,-19.068
25.118,-6.952,-3.297
22.064,1.997,7.708
4.027,12.457,5.478
0.548,-7.458,-18.516
12.875,8.728,-6.726
8.889,-4.251,1.517
25.913,0.049,-2.328
27.47,-7.655,3.839
9.077,5.937,1.306
3.525,-11.754,0.892
-6.105,3.686,19.206
22.151,4.927,9.727
-7.742,5.113,19.057
5.392,-2.541,-2.375
4.311,1.248,12.949
22.414,-11.628,2.412
17.28,5.465,3.573
-6.751,-5.806,-19.522
17.128,-1.896,2.606
-0.118,-16.071,-14.372
-12.179,-6.496,16.951
5.159,1.011,16.074
-5.203,1.911,20.574
-15.367,-7.713,-6.872
-17.0,-7.529,2.687
-3.352,-0.314,13.014
1.195,-12.565,2.317
7.694,-1.395,13.658
-18.106,-3.438,7.362
-6.679,5.791,6.596
20.21,-6.074,8.504
20.998,-8.199,-0.752
-4.792,5.888,15.214
17.483,-4.23,5.283
-21.408,2.449,-8.543
20.501,-7.211,-4.261
-22.537,1.411,-6.19
-1.352,9.964,10.59
-0.253,15.674,6.965
-13.381,14.691,6.068
-3.654,6.002,-11.099
1.753,-15.068,4.632
-16.789,14.427,5.956
-16.136,-7.618,13.446
-17.595,-5.64,7.734
18.82,0.878,1.653
-13.476,14.862,5.962
6.171,11.443,-11.946
-3.505,8.426,12.037
1.309,-3.46,-20.178
27.192,0.26,-6.178
-17.47,1.609,9.186
6.413,-5.254,-17.188
0.813,16.071,-10.555
-1.474,-17.962,4.656
-2.829,10.391,-4.988
28.455,-7.696,-0.506
5.503,0.871,-7.134
-20.407,-4.62,9.139
5.821,-0.241,15.937
-15.073,-3.379,2.931
-0.345,15.545,9.733
4.412,8.891,4.748
-8.86,8.335,17.255
26.631,-2.002,-2.409
17.695,-0.901,9.703
-6.002,-10.148,-13.297
-0.568,8.859,-8.517
17.91,8.754,2.909
-9.268,17.312,11.03
-17.08,-1.985,12.093
-7.847,12.386,15.849
31.534,-2.886,-5.501
-8.987,1.978,13.188
-4.367,13.361,14.966
1.952,11.195,-8.392
-0.223,10.761,-13.552
-18.005,-2.463,-7.675
-0.083,-10.507,-20.514
-12.043,8.361,5.832
-13.836,-6.046,7.124
3.508,0.609,11.828
6.711,12.973,2.591
6.974,-7.741,-0.817
-23.551,-2.482,-0.119
1.384,9.617,-7.969
-15.727,-2.741,0.969
-4.947,-8.079,-17.64
-19.226,-5.119,5.661
-12.152,-6.461,16.857
5.868,15.092,-0.595
-13.152,15.934,5.472
0.603,2.445,0.939
-8.013,-16.098,7.233
-3.776,-5.322,-18.545
-0.167,-9.294,-19.819
-24.235,0.876,-0.292
1.002,-12.368,6.669
-2.797,7.673,-3.078
-2.973,17.491,6.711
-0.815,17.329,-11.784
-8.309,18.924,10.877
4.744,5.268,-4.731
23.125,0.526,1.639
4.144,1.161,15.103
18.104,-8.458,-3.23
-17.023,-1.063,-8.482
6.846,-2.024,3.816
-5.356,12.279,16.781
1.232,-3.298,-20.143
1.577,18.24,-8.304
-19.962,2.012,6.156
4.938,15.885,1.528
-1.829,5.682,17.483
-4.26,-7.7,-16.339
-15.137,9.621,12.679
9.336,7.769,-9.825
33.0,-3.197,-5.428
-18.845,-3.249,-5.41
-5.612,9.737,10.035
-12.82,-9.481,16.687
-5.136,-15.942,-8.455
-3.722,-0.858,0.635
-2.438,-8.067,-8.056
-8.601,3.756,4.554
-6.602,-11.303,-17.937
9.753,12.292,0.476
2.044,-10.702,-0.24
6.963,-3.451,4.076
20.927,2.452,5.34
-18.19,-5.153,-1.059
19.886,2.603,7.555
6.183,7.143,-8.722
-17.753,8.125,12.065
5.57,6.782,8.624
-17.917,-0.775,-1.934
22.673,1.455,0.621
15.253,-1.221,10.334
23.305,0.769,2.082
-4.418,-0.836,-5.243
-17.382,-5.729,-8.604
-8.344,8.189,23.525
-4.83,-3.428,-13.755
-1.26,4.538,2.011
-1.251,5.347,-1.723
8.076,11.855,-10.484
-5.075,-11.647,-21.86
17.261,-3.338,9.828
3.462,-13.97,1.311
17.54,-3.588,7.323
-24.684,-1.716,-3.727
-5.161,9.168,8.014
-11.954,-5.849,19.881
22.033,-2.013,-2.923
10.15,-0.293,1.065
2.976,-3.224,-14.73
-19.558,0.617,-9.134
4.854,15.113,3.793
-13.607,-6.926,-3.01
4.144,-3.384,-18.948
-8.519,-0.06,15.919
-3.508,18.896,5.501
9.763,-5.454,0.349
4.317,0.506,15.677
-14.708,-8.045,15.021
-1.594,-13.833,-7.898
-19.062,0.216,3.607
-6.034,-12.105,-18.579
-20.052,-5.41,0.196
5.909,-6.364,-19.397
-21.057,-1.007,-8.468
-8.429,2.258,13.842
-1.913,-4.282,-18.49
26.087,-9.428,2.772
2.278,-12.877,7.573
9.28,3.238,-9.314
26.374,3.132,-5.357
-19.095,-9.523,7.5
3.878,5.04,14.62
28.309,-3.012,-7.179
-15.73,-4.799,5.182
5.3,2.526,-12.406
-17.064,-0.778,4.121
-8.104,16.295,5.437
-19.786,-0.587,7.979
7.776,-8.048,-4.996
-9.111,-6.522,-15.735
2.642,-2.295,-7.554
-7.813,-13.794,-5.889
-5.469,3.141,18.708
-2.613,9.019,11.107
-9.627,11.467,-0.725
21.576,1.074,11.249
-19.569,1.176,6.496
-25.119,-1.836,-4.47
-20.571,1.529,3.921
-5.871,-15.197,-11.421
-7.525,-0.538,13.698
-21.905,-4.409,-12.491
-7.826,-12.392,-8.914
-16.908,5.521,12.876
-23.209,-0.784,1.932
-1.847,-9.253,-13.592
10.33,5.554,-0.92
-15.323,-2.517,10.458
-2.328,2.248,5.56
2.014,5.488,-0.928
-16.898,-6.285,1.04
20.187,-1.435,0.165
4.271,-5.095,-3.12
-14.115,1.049,-2.846
-6.773,-0.581,12.375
24.957,1.395,-2.825
-8.411,20.682,10.259
-9.066,10.12,2.201
-11.657,-6.833,19.672
-20.786,-1.185,-6.742
-17.03,1.34,-2.874
-13.294,-11.549,14.115
-23.277,-1.005,7.138
15.014,6.547,5.984
-5.491,0.374,-8.392
-13.227,14.565,8.877
2.044,-12.364,1.503
-17.562,-0.131,8.533
-18.877,-9.368,7.53
22.528,0.428,2.561
-20.129,-3.155,-11.121
3.95,6.156,3.564
4.113,-12.784,2.339
-2.405,-2.292,-24.351
-20.82,-2.405,-13.046
-11.618,-10.182,11.921
-5.952,-12.146,-5.027
-13.322,-9.396,9.969
3.783,16.416,10.159
-16.04,-5.727,1.002
-14.09,-10.328,11.385
17.699,-1.325,9.59
6.917,-2.92,-22.331
10.496,6.865,0.455
12.363,7.207,-3.209
19.286,-10.28,2.135
-6.524,0.824,-9.51
-0.679,-11.759,-16.187
-14.745,7.392,7.099
-18.494,1.119,5.937
-11.955,-12.084,9.842
1.885,-8.009,-18.956
2.668,-4.749,-14.641
-4.27,8.787,11.206
7.371,14.149,10.844
-3.719,-7.285,-17.113
2.141,17.288,-0.849
17.119,4.347,6.31
27.403,-0.932,-4.653
-21.612,-4.37,-12.514
2.766,7.918,1.245
1.072,-14.854,10.396
-0.473,8.738,-8.429
4.425,17.273,8.191
20.056,2.593,5.055
9.21,-7.77,1.851
5.953,-3.803,-0.481
22.093,6.274,5.746
-23.554,0.476,-9.31
-0.789,-14.416,6.045
2.74,-10.288,5.669
3.666,-2.147,-24.073
-18.918,-6.577,11.731
-1.597,-5.834,-19.259
-3.775,-10.5,-15.052
-9.243,11.246,4.47
-2.805,14.838,14.72
8.41,5.591,-10.624
27.138,-0.462,-1.45
-8.926,-2.831,-15.334
1.823,-10.352,4.069
-10.59,15.666,5.605
-7.895,-5.321,-19.338
-4.52,-4.375,-22.799
27.821,-10.04,-0.833
14.54,0.428,9.582
-0.782,-5.904,-15.324
16.479,1.632,4.243
2.298,-2.396,-16.809
3.332,12.885,1.351
-1.474,-14.597,6.824
-3.403,3.055,8.829
-7.322,4.741,18.4
-15.786,-8.323,-5.518
-8.899,4.752,8.854
4.591,-4.036,-21.241
3.606,-4.943,-17.931
4.888,17.138,-5.885
24.815,-7.351,-0.341
-1.024,13.029,2.678
-15.506,-4.318,15.258
1.962,-17.518,1.277
-1.867,-9.921,-19.884
8.595,5.935,12.855
16.877,-5.498,9.235
-15.655,-4.148,14.906
1.695,18.554,-8.019
0.891,-6.954,-19.333
19.927,4.442,4.169
0.432,1.781,-1.881
-19.73,-11.472,9.012
-19.699,-0.1,6.961
-8.625,0.205,12.67
-5.033,-7.14,-17.241
-6.102,-3.188,-16.437
-10.584,15.845,13.911
4.796,0.9,-12.329
10.78,0.015,-0.059
20.834,-9.203,-2.862
2.539,-2.865,-6.466
8.745,-3.112,-5.452
5.95,-10.148,-17.36
4.755,-3.328,-2.739
-9.567,1.029,-19.758
15.296,1.828,7.597
27.728,0.33,-6.775
10.216,6.073,-4.754
-2.754,-10.701,-16.321
5.916,-9.237,-15.433
-13.593,-3.937,9.628
3.479,-3.479,-1.193
7.384,3.419,1.915
2.13,-16.801,2.006
-15.691,-6.304,-7.464
27.727,-9.281,-3.928
32.537,-3.443,-4.629
-12.972,-9.64,16.593
-0.631,10.778,-7.268
-1.925,5.792,-4.833
-9.615,-1.634,-0.329
3.483,17.978,0.556
-20.034,-2.113,7.733
5.36,10.654,6.522
4.434,7.809,-12.24
-19.431,-10.184,8.552
-17.023,-7.223,13.003
5.146,1.1,-11.004
8.658,-1.427,2.952
-16.454,-4.999,-7.983
31.102,-3.241,-5.425
-20.331,-0.153,7.236
-7.054,6.86,7.694
17.39,-0.578,7.81
5.832,-9.475,5.447
-10.366,-11.771,9.568
15.791,0.66,4.854
5.935,5.751,12.804
16.007,4.295,6.772
-11.683,11.732,16.812
2.604,-1.565,-20.024
1.281,-14.684,8.044
5.164,11.256,3.827
-2.689,-15.341,5.498
16.118,-3.618,3.934
-5.584,-6.083,-15.536
-11.131,-11.326,11.519
22.482,4.516,0.728
-14.157,-7.489,10.797
8.388,6.87,3.886
7.673,21.292,-6.161
20.88,-1.785,-2.059
-10.925,-7.057,16.152
-12.041,-4.768,-13.803
-23.155,-0.36,-13.57
-20.502,-1.423,-11.45
-19.751,-5.916,8.683
2.053,2.711,-2.691
-18.346,-6.247,8.122
-10.738,-7.735,-4.057
-7.342,-3.378,9.58
-18.261,-5.337,5.46
20.416,7.757,4.226
-9.105,-14.341,-9.973
27.061,-8.2,3.919
-1.348,7.158,16.824
-8.399,4.362,6.687
18.735,4.705,-0.702
10.438,11.541,1.719
27.036,-7.699,3.008
-7.35,6.595,18.638
2.382,2.217,18.591
-8.249,-14.793,-14.779
11.697,7.355,-6.425
-16.644,-0.78,-6.016
-16.741,-4.122,6.172
-14.264,-10.422,11.242
2.15,-15.712,-0.988
9.949,6.947,-6.673
3.812,12.826,2.272
17.59,4.654,-0.013
-17.549,-5.87,-6.679
-18.953,-2.498,12.791
15.808,1.751,5.425
21.114,-9.65,-2.39
18.975,-7.805,-6.494
22.963,-2.183,0.806
-1.549,7.208,17.403
1.544,2.26,17.466
19.747,3.429,-1.093
3.522,-16.89,1.088
0.12,10.874,-13.458
7.929,-8.677,-4.319
23.827,1.426,1.448
5.528,13.663,-7.902
-6.509,-3.133,12.028
-7.3,5.251,1.783
24.303,-6.787,-1.889
1.022,9.958,-5.281
6.528,4.607,-10.193
5.761,6.203,0.104
2.838,14.14,-8.286
-16.935,-5.013,4.077
-5.861,-17.795,9.095
10.334,6.92,-4.63
-1.951,10.016,-5.838
-20.212,-2.868,12.794
-6.38,-10.083,-12.992
-4.782,2.814,-9.295
9.767,11.971,-0.057
3.245,6.686,-4.822
24.467,2.266,-0.471
15.875,0.531,5.626
-16.048,2.133,-7.353
11.465,13.758,-0.649
-22.658,-1.978,-12.582
-3.926,19.0,5.555
21.933,-1.051,10.129
-15.205,-8.988,8.912
-7.052,-15.65,-8.671
20.417,-6.924,-1.4
-14.797,-7.651,-4.385
19.738,-3.797,7.365
22.226,4.966,9.733
-22.383,-3.794,4.638
-8.995,14.273,11.147
10.186,4.617,-1.818
20.375,-3.881,7.25
-3.006,-0.496,1.4
3.821,-8.465,-22.847
3.906,6.546,3.338
4.228,-11.842,6.923
4.409,-8.567,4.012
3.879,3.161,-1.823
-19.133,2.532,2.147
-17.429,3.81,-4.072
-0.064,4.009,1.279
-23.857,-0.718,-9.658
10.402,-3.469,2.172
24.845,-7.117,-2.232
-13.594,5.605,12.377
-3.632,-7.892,-9.743
10.67,2.316,-0.5
1.039,8.245,1.69
-25.88,-2.361,-4.96
26.644,-7.502,-1.642
22.989,2.669,6.137
-5.784,-7.735,-2.542
-7.492,8.039,23.473
-2.518,-15.918,-19.857
11.071,7.42,-3.301
-6.712,-11.015,-13.465
4.369,0.811,-23.133
-15.337,-0.983,9.817
3.274,-13.013,8.215
6.745,-10.469,-21.916
-2.974,11.953,16.177
-3.842,3.6,-11.831
-10.35,19.222,14.656
-14.497,-11.232,14.277
3.635,-7.335,-19.474
-1.198,-0.881,-24.342
-20.734,-0.058,6.451
15.363,-0.846,10.555
4.137,15.912,11.048
18.535,-4.414,-4.562
5.209,13.723,2.809
0.541,-12.835,-18.533
-11.252,-6.815,15.499
8.44,16.428,-4.304
-16.319,-7.411,-8.735
-3.659,-17.39,-14.44
-0.931,12.087,-4.383
-8.901,-6.485,-22.5
-4.822,-8.863,1.343
-7.476,8.793,3.687
-6.013,-4.722,-22.031
5.156,-8.263,-2.826
9.936,12.678,1.878
-6.179,-16.573,-9.973
23.211,5.216,6.148
-2.06,11.08,-1.922
-12.876,16.758,6.058
-2.268,0.216,4.118
-0.684,8.446,18.042
21.973,-3.765,5.793
-3.403,5.387,17.016
-23.725,-2.239,-1.333
-18.508,-7.034,2.01
-20.288,-7.711,-0.84
1.378,7.266,10.942
4.858,7.357,-10.953
23.541,-6.595,4.712
14.032,0.325,7.634
-10.302,-1.311,5.72
-16.779,-6.686,2.603
24.023,-5.206,-1.891
1.833,10.131,-4.662
5.283,7.78,-3.304
-12.453,-8.37,-0.817
-7.331,2.437,14.714
6.195,6.61,0.152
-5.454,-14.633,-10.427
8.506,0.5,4.507
-20.867,-3.149,5.024
4.499,-5.116,-0.318
-9.273,16.722,19.015
-7.04,-14.478,-9.699
-2.759,-6.597,-10.979
-13.074,4.818,12.166
-9.16,13.222,20.675
-16.398,0.126,7.588
-16.895,-1.567,11.47
4.218,10.112,5.659
0.65,-1.065,4.498
1.716,17.932,-10.798
-6.847,-6.585,-16.955
-12.829,3.523,11.379
26.133,-6.319,-3.012
-5.614,4.04,8.401
-22.242,-0.308,4.976
-15.971,-0.682,16.043
-1.252,7.431,0.445
-2.602,-12.719,-16.07
-14.62,0.674,-2.269
-8.021,-16.096,7.228
1.137,-14.489,10.836
-18.809,1.908,-5.037
-9.085,4.717,13.011
2.258,-17.33,-6.332
9.862,13.537,-0.935
-19.676,0.782,-5.492
8.7,12.295,-2.245
3.273,5.129,15.035
-10.178,8.943,9.959
20.433,-1.734,-1.333
-17.97,-5.247,7.156
0.207,6.215,10.753
4.561,-10.4,1.571
16.222,4.374,4.931
2.136,14.017,3.47
6.833,-2.743,-21.238
2.281,10.283,3.384
-6.06,-4.218,-3.459
2.56,14.71,-10.947
3.341,-16.773,1.114
-5.197,10.698,7.362
3.063,-13.674,-9.23
-20.376,-1.3,-13.16
-13.458,16.653,5.039
-13.093,5.977,11.651
-2.722,15.052,-0.613
6.108,8.354,-13.021
-1.619,14.284,-13.485
22.443,-11.225,2.353
5.936,-8.867,-19.238
-3.232,-2.035,-23.844
4.599,3.144,-10.789
0.738,7.26,-5.595
-17.059,-1.684,-2.86
21.454,1.354,4.919
-14.897,-6.827,12.331
-0.156,-18.269,5.262
18.858,2.923,4.886
-8.415,18.092,11.529
0.222,13.01,15.967
2.494,-14.019,6.283
-9.651,14.749,13.211
1.65,2.07,16.655
4.227,-5.26,-20.025
-7.719,10.435,7.984
-5.525,8.534,7.776
25.166,-4.889,1.804
-11.934,10.947,3.472
15.559,-7.97,5.83
-8.378,18.19,12.39
22.855,-2.892,7.549
-21.097,-1.043,8.016
-23.902,-0.347,-12.676
-17.896,-1.428,11.069
14.973,6.617,5.969
-9.033,-8.01,19.39
4.861,15.928,-5.661
-16.411,14.49,6.799
-5.43,13.636,14.456
11.808,1.891,-6.468
3.418,15.172,0.966
11.595,-9.696,3.117
-5.806,13.482,15.893
21.665,-0.921,6.069
-9.286,-9.373,18.483
-7.933,17.123,5.584
-3.96,-3.367,-15.08
8.103,-2.758,1.122
10.558,6.895,0.384
-9.316,4.544,4.886
-19.373,-5.328,-0.273
20.956,-9.868,1.414
-1.902,5.856,-4.81
-8.819,-8.306,-15.464
-2.964,3.063,9.012
-9.634,8.009,17.412
6.344,-2.438,14.602
0.093,12.208,11.095
-5.783,-13.61,-11.366
-6.103,-1.715,11.522
17.226,1.224,1.35
0.453,-18.52,-6.374
-0.14,-10.863,4.557
-10.955,-8.142,16.556
-5.31,10.652,14.767
10.3,5.771,-4.047
23.421,0.386,-2.862
-17.0,-0.772,8.803
-5.943,-17.838,-8.318
-19.533,2.093,4.77
-6.296,0.462,-4.939
-23.359,-3.549,-2.998
-5.314,-9.558,2.46
-11.615,12.631,14.259
-13.711,-9.724,9.683
-17.604,1.839,-3.584
-5.698,-4.815,-17.458
-1.493,-13.598,-14.31
-18.879,-6.875,12.382
2.061,11.576,-7.047
-15.72,-0.455,-4.464
-6.421,-14.122,-10.379
-12.527,-8.175,-1.462
-1.536,15.505,-12.112
0.641,-4.924,-5.829
18.21,-2.786,6.109
-6.243,11.763,16.143
-10.961,-6.942,-1.239
5.638,4.635,14.02
15.652,7.46,4.656
-1.79,10.992,12.764
-7.818,5.617,12.391
-14.425,-4.595,1.851
-22.229,-1.169,-12.67
1.186,3.427,8.659
-3.915,12.767,-0.381
27.647,-10.165,-0.614
-4.495,-6.963,-18.77
20.549,8.371,3.109
20.887,-10.739,-0.934
-19.469,-1.719,1.591
-14.104,-7.958,13.685
1.622,18.84,-7.638
-3.202,10.847,0.52
-3.58,-0.996,0.981
-1.284,2.454,2.721
-6.117,-8.55,-6.915
4.654,-11.019,5.703
-5.396,-10.806,-23.296
8.533,-0.725,-0.351
-16.098,-0.11,7.892
-10.795,-8.227,-17.543
2.992,-14.386,5.606
3.217,-13.329,-8.715
5.18,16.096,3.455
-3.337,7.82,8.491
-15.832,-2.093,-10.254
-22.587,1.707,-7.831
6.71,-10.181,-22.822
-20.084,-2.511,7.169
-8.521,-0.057,15.726
-2.046,-14.254,-12.646
-6.972,-9.911,2.459
-3.518,-2.617,-18.814
17.523,-0.695,8.19
-21.141,-0.396,-13.587
-4.068,3.2,-8.0
23.182,-7.482,3.691
-4.907,1.916,21.421
5.631,-8.048,-4.261
26.188,-7.469,-5.041
4.501,1.53,13.104
-5.49,-2.84,-17.45
-3.344,-5.268,9.881
27.769,-3.761,-2.294
19.229,4.694,8.299
-11.723,9.829,15.416
-19.414,-6.584,13.206
4.336,5.189,2.972
-0.767,-12.807,-16.187
-8.474,1.772,-6.973
9.226,-6.091,2.484
6.989,-1.563,0.597
-4.734,-13.16,-5.6
18.908,-9.906,4.426
-6.462,7.778,11.195
-0.843,9.691,-2.542
-4.121,-6.333,-17.102
-1.935,-4.175,-13.956
-3.741,7.888,-1.98
-17.358,-3.9,-10.811
-3.714,-6.332,-11.684
-26.006,-1.139,-14.317
2.1,14.684,1.042
21.274,-1.676,-2.587
2.861,-4.896,-14.936
3.459,8.354,-3.062
-4.87,2.08,21.001
-8.975,14.206,11.098
24.327,3.416,-5.413
26.513,-6.573,-2.348
4.971,-9.74,4.555
-13.258,5.255,13.878
0.502,-13.265,-11.187
-16.32,-5.79,12.156
0.794,10.987,-13.273
19.142,-11.028,-1.271
-8.058,10.744,22.881
-2.49,3.49,9.21
-19.32,-3.352,10.68
26.559,-2.829,2.039
17.91,-0.009,5.112
8.484,5.422,12.916
5.994,0.16,-1.157
7.1,2.536,-2.217
-16.683,-7.807,14.496
2.566,-12.855,1.381
-2.927,-4.755,-16.296
18.305,4.087,0.767
5.644,6.887,14.598
14.359,7.28,-5.543
-7.619,14.782,7.99
24.488,1.959,0.072
8.384,11.945,-10.497
-20.632,-0.318,-5.087
-17.992,-8.457,4.943
-11.97,-4.527,-13.293
0.896,11.312,5.938
5.398,18.322,-6.155
17.623,-6.167,-4.34
8.177,0.364,-3.109
-19.431,0.778,-11.984
6.048,18.774,-3.891
-18.028,-1.609,6.968
14.574,7.252,-5.555
2.827,-9.947,3.591
-10.331,6.252,-2.901
-0.563,-15.141,3.567
-10.658,11.815,13.969
-21.446,-1.19,-9.516
-9.473,12.772,14.123
22.361,-11.003,1.99
-19.965,-0.423,7.672
3.844,13.79,-2.265
2.923,6.633,-6.04
6.89,-1.182,0.353
5.551,9.193,-2.665
5.839,9.243,-10.402
-6.93,-12.983,-17.991
20.755,-10.964,-0.135
16.816,6.355,7.844
-16.472,-4.104,-4.647
27.511,-7.422,-3.184
-19.484,-5.913,7.816
-20.564,0.95,5.37
3.593,-6.399,-20.216
-4.602,-10.712,-14.981
-8.942,0.239,12.395
1.714,-11.005,4.166
-17.912,8.961,11.911
5.008,10.925,-7.632
6.769,8.317,3.233
-7.061,-0.605,-5.006
7.377,-1.431,4.355
-2.847,10.553,-0.328
10.135,2.226,-6.196
17.986,6.428,1.631
-6.741,-8.495,-6.738
1.323,-10.025,3.8
-7.877,0.972,13.036
-6.725,3.909,4.284
8.583,-1.148,-6.611
-5.87,9.235,1.293
20.221,-9.441,4.657
0.883,8.162,0.29
-2.893,-5.331,-13.781
-13.776,-7.651,12.432
-2.536,-16.113,-13.817
18.006,-5.872,9.487
-2.635,11.268,-1.035
3.895,7.969,-6.94
-13.326,-8.356,-4.517
-8.996,-11.78,14.74
16.186,6.025,5.947
4.589,7.937,-12.516
-0.99,-1.99,-14.958
22.136,2.799,4.807
4.889,2.092,17.607
-10.93,-6.784,-1.411
-3.681,-8.231,-18.366
-18.03,-4.552,3.894
6.809,1.339,0.795
-4.636,11.443,-3.104
-1.771,-16.282,-20.142
7.399,8.114,2.912
-4.445,6.53,11.131
-4.321,-17.073,-12.45
-2.147,-2.808,-24.884
-1.693,-9.996,-15.797
-24.172,-2.62,-14.251
8.152,14.691,-0.51
-15.211,-3.427,14.228
-6.309,13.333,3.587
0.023,13.49,13.367
-17.82,1.699,-5.554
-1.174,3.557,11.576
-19.594,-4.258,-11.793
4.317,0.559,-23.099
2.008,-13.068,3.47
9.758,5.526,-4.564
-3.378,-9.555,-14.322
-9.594,-8.861,8.445
0.869,11.037,3.076
-11.874,5.066,4.226
-15.767,0.066,-5.007
-4.071,-2.296,-22.26
-3.012,-15.081,-9.825
4.147,2.118,13.538
27.231,-6.964,-1.793
3.733,12.453,2.728
-2.637,19.281,4.562
0.221,-18.312,4.793
-6.674,-1.505,7.023
